N,P,K,Soil_pH,Soil_Moisture,Soil_Type,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Rainfall,Sunlight_Hours,Wind_Speed,Region,Altitude,Season,Irrigation_Type,Fertilizer_Used,Previous_Crop,Recommended_Crop
115,57,24,6.93,42.38,Silt,0.31,2.51,12.35,71.44,1794.47,10.77,8.98,North,1227,Kharif,Sprinkler,222.27,Cotton,Wheat
71,26,15,6.96,45.33,Silt,1.25,0.32,18.7,68.97,1220.39,4.3,1.75,West,1301,Zaid,Sprinkler,186.68,Pulses,Wheat
147,45,101,7.66,57.06,Silt,0.83,2.96,22.57,39.11,1601.81,7.3,11.48,North,1593,Zaid,Canal,266.4,Rice,Rice
58,79,44,8.3,14.35,Silt,0.41,0.77,34.67,66.59,650.18,6.21,7.26,Central,1694,Kharif,Canal,328.16,Vegetables,Millet
101,89,84,6.01,15.89,Sandy,1.13,0.72,31.24,39.31,1496.58,6.06,19.87,Central,2364,Rabi,Rainfed,83.36,Cotton,Sugarcane
123,47,17,6.81,12.59,Silt,0.63,2.84,37.44,77.02,2996.38,5.95,12.36,West,417,Zaid,Canal,322.88,Maize,Rice
148,71,66,4.85,36.61,Clay,0.35,1.39,19.97,38.3,2133.42,6.96,5.08,North,157,Zaid,Sprinkler,140.71,Vegetables,Sugarcane
30,57,59,5.94,41.14,Sandy,0.8,2.44,19.28,51.53,374.6,11.21,19.86,Central,1269,Zaid,Drip,338.41,Wheat,Cotton
61,19,58,6.15,30.18,Loamy,0.51,0.94,23.9,58.6,2231.87,9.67,12.23,West,593,Zaid,Rainfed,307.69,Rice,Rice
118,45,97,7.84,49.9,Loamy,1.44,2.63,10.23,78.31,481.85,11.12,15.62,North,219,Zaid,Drip,228.7,Maize,Wheat
26,38,30,6.55,44.33,Loamy,0.67,2.51,16.22,67.97,1293.8,5.57,19.41,Central,465,Zaid,Sprinkler,58.08,Maize,Wheat
109,87,45,7.42,59.29,Silt,0.94,1.61,16.34,74.88,2401.5,10.79,15.26,South,448,Rabi,Drip,155.19,Pulses,Wheat
131,13,80,4.58,16.89,Loamy,1.43,2.14,11.83,44.64,558.65,7.44,18.92,West,1721,Zaid,Sprinkler,159.06,Cotton,Sugarcane
79,53,78,6.36,12.92,Sandy,0.71,2.9,23.65,44.24,1019.68,11.85,7.88,South,705,Rabi,Sprinkler,118.43,Maize,Barley
132,65,67,8.11,23.74,Sandy,0.67,1.41,37.17,52.84,746.73,8.75,1.98,West,388,Zaid,Rainfed,269.55,Wheat,Millet
21,51,72,5.4,10.95,Loamy,0.41,1.53,10.12,31.12,2636.27,7.9,19.32,Central,134,Rabi,Drip,331.13,Vegetables,Potato
148,22,102,4.63,56.63,Loamy,1.42,2.2,28.85,79.84,614.17,11.4,11.41,Central,2389,Rabi,Drip,202.71,Rice,Millet
67,55,25,6.23,25.2,Sandy,1.24,1.22,36.38,52.2,1700.2,7.05,15.65,South,1500,Kharif,Drip,334.2,Rice,Rice
159,42,15,7.32,37.62,Clay,0.49,2.89,13.23,34.05,970.88,9.99,11.48,West,2478,Rabi,Canal,207.36,Pulses,Wheat
56,30,87,6.32,25.9,Loamy,0.63,0.22,37.52,82.33,1620.32,7.79,15.46,East,1243,Zaid,Sprinkler,215.75,Rice,Rice
28,89,61,6.34,22.29,Sandy,1.39,1.27,34.56,88.07,668.62,9.87,2.13,North,486,Rabi,Drip,88.92,Rice,Millet
118,88,11,7.18,17.62,Loamy,0.9,2.17,16.44,68.8,2321.21,6.21,2.27,North,845,Rabi,Canal,199.54,Rice,Wheat
67,66,98,5.52,26.02,Sandy,0.92,1.35,37.16,51.4,2000.71,7.25,18.48,North,1011,Zaid,Canal,315.7,Vegetables,Rice
150,78,104,7.51,40.77,Silt,1.04,0.85,34.12,54.83,321.59,6.76,9.28,North,664,Kharif,Drip,237.48,Vegetables,Millet
73,79,86,5.11,58.58,Loamy,1.19,1.3,13.34,45.37,2853.18,10.95,6.72,Central,1823,Zaid,Rainfed,245.22,Wheat,Rice
139,76,27,6.08,37.9,Loamy,1.42,2.66,34.92,72.68,2700.33,11.43,18.38,West,93,Zaid,Rainfed,126.84,Pulses,Rice
135,57,90,7.12,36.64,Clay,1.24,1.69,26.27,51.36,1033.78,9.88,19.98,South,1386,Zaid,Sprinkler,145.03,Cotton,Sugarcane
94,85,118,7.81,11.76,Clay,1.41,1.07,34.48,31.95,1017.27,10.57,12.67,South,50,Rabi,Drip,75.4,Rice,Barley
132,42,101,7.67,52.0,Clay,1.27,2.05,28.53,32.77,1597.7,6.83,11.64,Central,2093,Kharif,Sprinkler,318.09,Vegetables,Rice
123,45,85,7.39,12.24,Clay,0.26,1.87,21.76,66.88,1933.53,5.21,18.43,Central,933,Zaid,Sprinkler,295.83,Pulses,Rice
103,42,44,5.94,55.31,Loamy,0.35,1.73,28.03,47.42,1014.9,9.49,4.39,North,227,Kharif,Rainfed,343.85,Vegetables,Sugarcane
131,40,95,4.99,36.93,Loamy,1.35,1.23,29.09,40.12,2426.99,9.1,13.03,East,899,Zaid,Canal,241.99,Wheat,Rice
118,30,48,5.37,18.42,Clay,0.24,0.31,32.99,63.14,419.79,6.11,16.32,North,87,Rabi,Canal,310.52,Pulses,Millet
112,36,10,7.96,32.59,Clay,1.23,1.9,34.92,46.71,1313.94,11.3,15.05,Central,328,Rabi,Canal,178.92,Rice,Sugarcane
147,81,46,7.93,59.75,Loamy,1.3,1.32,29.9,34.4,1756.27,6.86,15.22,South,1760,Rabi,Drip,132.57,Vegetables,Rice
129,71,30,8.31,25.25,Silt,0.74,1.34,39.69,41.61,2439.11,10.52,16.29,West,572,Rabi,Drip,55.3,Rice,Rice
101,35,10,4.8,23.47,Sandy,0.66,0.78,33.36,76.67,2641.09,5.03,5.03,North,1756,Kharif,Rainfed,96.96,Rice,Rice
73,75,13,6.65,15.9,Clay,0.45,0.82,37.32,81.12,884.34,6.29,11.55,East,56,Rabi,Canal,206.8,Pulses,Wheat
87,21,105,7.09,39.86,Sandy,0.26,2.38,19.58,82.33,874.98,8.92,3.09,North,2409,Kharif,Drip,328.72,Wheat,Wheat
52,31,67,7.34,14.46,Silt,1.17,1.49,19.49,62.09,1231.14,5.94,2.72,East,2094,Rabi,Sprinkler,100.15,Wheat,Wheat
40,26,10,7.08,48.3,Silt,0.3,0.42,20.87,87.06,1397.16,11.65,16.54,North,373,Zaid,Drip,51.16,Rice,Tomato
67,16,22,7.58,55.96,Silt,1.43,0.23,23.19,39.1,2575.53,8.41,16.43,East,732,Rabi,Rainfed,298.35,Wheat,Rice
147,77,55,5.94,56.59,Loamy,0.59,0.75,38.84,70.7,221.2,9.85,4.47,South,1661,Rabi,Drip,312.76,Wheat,Millet
155,46,56,5.22,15.4,Sandy,1.23,1.51,12.21,72.26,2117.89,8.49,11.75,West,447,Zaid,Drip,76.37,Cotton,Sugarcane
154,47,90,5.32,37.91,Silt,0.28,1.89,24.95,33.19,816.16,7.25,1.74,South,1059,Rabi,Sprinkler,292.54,Rice,Wheat
147,20,85,4.55,14.86,Clay,0.9,0.52,14.83,46.95,2670.73,10.58,8.05,North,461,Kharif,Sprinkler,261.76,Maize,Sugarcane
52,10,16,5.9,38.6,Silt,0.65,1.36,34.33,86.94,1088.57,4.18,3.8,West,1537,Zaid,Sprinkler,180.1,Pulses,Sugarcane
134,34,60,4.87,50.75,Clay,0.24,0.31,10.93,75.54,1705.16,7.41,8.08,East,1606,Rabi,Rainfed,276.15,Cotton,Sugarcane
138,51,12,5.79,36.89,Clay,1.05,0.21,23.65,33.28,1121.3,11.05,12.02,South,2318,Kharif,Drip,79.55,Rice,Sugarcane
41,61,59,7.01,53.6,Silt,1.43,2.6,21.84,62.45,1390.79,4.68,16.29,West,1502,Zaid,Sprinkler,322.9,Maize,Rice
57,33,35,8.08,50.08,Clay,0.21,2.01,12.77,68.92,1662.25,5.66,10.75,North,2279,Kharif,Drip,185.26,Cotton,Wheat
128,62,40,7.86,23.83,Clay,0.55,2.37,21.3,88.39,2293.1,11.68,18.7,West,1672,Rabi,Drip,51.93,Rice,Rice
70,65,109,5.51,41.51,Loamy,1.11,0.63,34.27,72.99,538.12,11.67,2.92,Central,1941,Rabi,Rainfed,337.98,Maize,Millet
27,72,71,5.04,10.37,Sandy,1.33,1.03,14.12,68.32,1186.24,7.08,11.24,East,1277,Zaid,Drip,181.41,Rice,Sugarcane
46,17,35,5.27,29.8,Loamy,0.45,1.39,39.51,84.51,1990.98,10.02,18.24,East,2269,Zaid,Sprinkler,167.55,Cotton,Rice
46,68,76,8.38,21.9,Loamy,0.29,2.01,11.75,69.66,1848.64,9.01,5.45,West,106,Rabi,Drip,215.72,Maize,Wheat
40,54,117,6.7,56.86,Loamy,0.21,1.65,18.67,85.93,2386.33,7.94,15.65,South,1788,Rabi,Rainfed,348.88,Wheat,Wheat
49,36,64,5.23,30.27,Sandy,0.48,1.7,33.25,59.57,2689.41,10.51,5.85,West,91,Zaid,Sprinkler,75.11,Vegetables,Rice
116,61,37,7.86,42.7,Sandy,0.29,0.56,20.73,73.11,463.41,9.21,19.58,West,892,Rabi,Canal,289.87,Wheat,Cotton
47,27,53,6.08,46.6,Silt,0.67,1.48,24.41,67.91,2198.76,4.73,15.38,North,1551,Kharif,Rainfed,149.32,Wheat,Rice
130,25,90,8.1,48.66,Loamy,0.77,2.49,15.6,63.15,995.22,10.72,13.41,West,400,Kharif,Rainfed,101.4,Cotton,Wheat
80,75,47,5.54,46.79,Sandy,0.82,1.58,31.46,49.45,1547.88,6.2,17.59,East,2254,Kharif,Rainfed,284.97,Rice,Rice
67,14,39,6.07,24.46,Silt,0.39,0.68,15.39,84.23,1957.77,9.06,12.17,North,1483,Zaid,Rainfed,348.72,Maize,Wheat
23,12,75,6.52,44.3,Loamy,0.8,1.3,35.46,46.2,621.71,10.2,6.55,West,899,Rabi,Drip,287.63,Wheat,Millet
54,89,17,8.07,37.45,Loamy,0.21,2.29,26.18,39.56,1170.45,11.18,7.04,West,660,Kharif,Rainfed,252.14,Pulses,Potato
68,79,23,7.98,39.87,Clay,0.51,0.49,26.44,72.72,2933.03,11.4,12.19,East,75,Zaid,Drip,291.41,Rice,Rice
36,16,110,6.8,10.04,Sandy,0.68,1.78,38.01,62.79,581.63,11.41,11.03,North,1374,Kharif,Sprinkler,102.83,Rice,Millet
65,59,108,5.39,22.91,Clay,0.35,2.9,33.19,45.77,433.33,9.26,18.25,Central,1676,Kharif,Canal,208.09,Cotton,Millet
136,23,115,6.11,56.53,Loamy,1.26,1.2,32.29,82.22,2543.04,8.99,11.3,West,1247,Zaid,Rainfed,141.39,Rice,Rice
25,47,112,8.4,24.5,Loamy,0.46,0.23,35.74,47.17,1405.78,4.12,10.7,Central,2104,Rabi,Canal,248.01,Maize,Barley
118,88,71,6.93,31.9,Loamy,1.18,1.94,12.75,33.83,2089.42,4.68,9.52,East,1593,Kharif,Sprinkler,90.38,Pulses,Wheat
143,56,84,7.62,19.33,Silt,0.82,0.24,31.78,30.92,1056.06,7.14,3.45,South,2428,Kharif,Sprinkler,277.71,Vegetables,Sugarcane
56,42,72,6.3,16.93,Clay,0.82,0.66,17.0,85.37,755.61,10.34,3.29,South,93,Zaid,Rainfed,196.42,Maize,Wheat
43,52,88,6.63,20.43,Clay,1.04,0.24,18.43,54.13,794.93,8.74,13.69,West,94,Kharif,Canal,233.13,Maize,Wheat
112,38,75,6.22,37.68,Loamy,0.26,0.59,10.45,42.81,747.65,5.88,9.72,West,1691,Rabi,Sprinkler,203.13,Wheat,Wheat
65,66,110,7.31,55.95,Clay,0.3,2.58,36.81,64.03,891.52,4.98,11.38,East,1085,Kharif,Canal,103.54,Cotton,Rice
114,14,116,7.91,26.31,Loamy,0.62,2.23,32.17,59.27,819.42,7.75,18.61,North,1042,Kharif,Drip,245.36,Rice,Wheat
118,69,105,6.53,26.17,Loamy,0.74,1.09,14.18,89.99,2478.35,11.3,15.88,West,1711,Zaid,Sprinkler,242.54,Vegetables,Wheat
135,79,49,6.42,38.21,Clay,0.76,2.7,19.84,83.31,1693.22,4.43,8.21,South,1608,Kharif,Sprinkler,306.62,Pulses,Wheat
86,11,22,5.86,27.84,Sandy,1.08,2.03,24.4,46.27,1030.21,7.7,15.78,East,1590,Zaid,Rainfed,157.7,Maize,Rice
147,79,116,5.21,55.52,Loamy,0.2,1.4,24.82,71.86,1166.16,4.47,19.5,North,56,Kharif,Drip,141.34,Rice,Sugarcane
37,52,26,8.26,28.89,Loamy,1.45,0.3,27.87,53.23,2881.83,6.0,4.1,East,482,Zaid,Drip,217.87,Maize,Rice
44,13,24,5.76,34.52,Clay,0.43,2.22,24.17,51.87,714.84,11.63,18.04,West,1705,Rabi,Canal,124.42,Vegetables,Barley
73,65,42,7.7,36.67,Clay,0.52,1.19,29.46,52.03,2682.91,4.84,7.73,South,276,Zaid,Sprinkler,148.95,Cotton,Rice
77,68,25,7.36,49.1,Clay,1.38,0.98,36.52,68.36,2263.05,4.41,14.98,East,1474,Rabi,Sprinkler,111.72,Rice,Rice
86,18,22,7.66,38.2,Loamy,0.21,0.94,21.94,62.28,1917.67,4.7,13.91,South,2000,Zaid,Rainfed,284.28,Wheat,Rice
123,12,95,8.25,21.96,Sandy,1.49,0.12,36.3,75.3,1947.46,9.53,14.44,West,1728,Kharif,Rainfed,299.59,Rice,Rice
43,57,32,6.99,16.2,Sandy,0.25,2.25,16.59,39.18,1384.23,4.1,17.95,East,1569,Rabi,Canal,217.53,Pulses,Wheat
133,52,45,8.09,56.89,Sandy,0.36,0.52,13.64,55.53,1428.78,7.15,12.98,North,2330,Kharif,Canal,264.81,Cotton,Wheat
51,10,52,5.17,50.08,Loamy,0.51,1.61,17.18,81.62,2429.03,11.63,4.62,West,1647,Zaid,Sprinkler,274.69,Cotton,Wheat
105,66,59,7.01,11.15,Clay,0.77,0.15,16.2,30.19,2470.42,4.55,13.71,South,1950,Zaid,Rainfed,294.99,Rice,Wheat
146,62,83,7.59,51.08,Sandy,0.87,1.92,39.55,67.41,1799.24,11.46,7.43,West,2211,Kharif,Canal,253.92,Wheat,Rice
149,25,90,5.59,39.53,Sandy,0.34,1.17,21.43,77.14,2352.06,4.94,19.13,North,300,Zaid,Canal,308.33,Vegetables,Rice
36,60,103,7.46,35.94,Sandy,0.3,1.93,29.54,53.03,2468.15,5.02,6.95,Central,463,Kharif,Sprinkler,314.49,Pulses,Rice
123,84,22,7.61,10.61,Loamy,0.24,0.36,30.88,83.02,1129.91,8.84,5.58,Central,854,Zaid,Canal,257.34,Vegetables,Sugarcane
156,64,39,7.82,49.04,Clay,0.53,0.87,23.36,74.14,1945.4,5.95,1.3,West,2389,Rabi,Drip,347.14,Vegetables,Rice
62,10,66,5.75,19.9,Silt,1.4,0.42,16.71,66.36,1420.22,4.02,17.38,East,1331,Zaid,Drip,257.66,Wheat,Rice
58,37,119,7.23,46.4,Clay,0.71,1.97,23.14,41.9,474.7,10.0,18.41,Central,1998,Kharif,Rainfed,181.62,Cotton,Maize
45,62,39,5.72,10.79,Clay,1.19,0.41,24.21,70.21,2015.7,6.97,2.29,West,2311,Kharif,Canal,262.79,Wheat,Rice
118,67,80,7.46,49.82,Clay,0.45,1.89,38.62,80.03,1844.96,11.27,8.88,West,190,Rabi,Rainfed,265.73,Cotton,Rice
69,82,19,6.35,11.15,Sandy,0.28,0.49,27.06,73.79,487.27,6.22,8.95,North,1763,Kharif,Canal,160.81,Rice,Millet
32,69,108,6.89,21.79,Clay,0.92,2.84,39.1,64.49,398.28,9.35,16.21,North,1450,Rabi,Rainfed,324.44,Pulses,Millet
79,68,75,6.16,23.41,Sandy,1.27,1.31,27.3,72.87,898.98,6.61,7.53,West,256,Kharif,Canal,115.81,Rice,Potato
154,31,103,5.15,17.88,Loamy,1.37,0.47,14.35,88.61,2533.56,5.19,7.52,North,2223,Rabi,Rainfed,290.51,Rice,Sugarcane
76,17,92,5.21,34.05,Silt,0.91,0.22,21.53,30.65,378.3,11.8,7.3,North,2013,Zaid,Canal,293.37,Pulses,Wheat
55,58,48,4.81,24.18,Loamy,0.58,1.06,33.77,69.84,1489.03,8.71,9.15,East,973,Kharif,Sprinkler,340.78,Wheat,Pulses
39,51,46,6.97,59.66,Loamy,0.34,2.69,22.65,77.58,701.3,10.72,13.21,East,2373,Kharif,Rainfed,256.19,Rice,Maize
84,36,12,7.89,39.0,Silt,1.07,0.52,12.99,68.33,909.95,6.0,19.4,West,955,Kharif,Rainfed,107.73,Rice,Wheat
27,48,98,4.58,38.32,Clay,0.56,2.39,12.88,46.39,2355.79,7.15,11.04,South,1181,Zaid,Canal,317.03,Cotton,Tomato
134,34,43,4.76,21.04,Clay,1.3,1.31,17.11,79.37,2581.69,7.82,8.4,East,1785,Kharif,Rainfed,103.1,Cotton,Sugarcane
111,47,95,6.33,30.43,Sandy,0.99,2.43,26.94,84.8,1824.81,9.04,1.33,North,1612,Rabi,Sprinkler,217.3,Vegetables,Rice
117,33,47,7.45,16.2,Clay,1.32,2.64,34.9,71.01,2617.08,7.16,4.04,East,1455,Kharif,Sprinkler,96.46,Maize,Rice
85,33,23,5.13,48.13,Silt,0.94,2.99,26.01,60.66,2599.24,5.98,19.01,East,677,Kharif,Sprinkler,307.08,Cotton,Rice
51,69,73,5.59,26.56,Loamy,1.2,0.3,32.38,51.98,820.25,5.52,5.93,South,1487,Rabi,Canal,108.29,Pulses,Potato
105,59,48,5.43,47.6,Clay,0.58,2.41,29.37,49.8,2006.05,8.79,4.83,South,1848,Rabi,Canal,221.86,Rice,Rice
70,75,63,6.1,28.58,Sandy,0.85,0.3,25.72,73.39,2379.32,5.98,4.27,East,155,Kharif,Sprinkler,119.49,Cotton,Rice
82,23,11,5.4,59.44,Loamy,0.23,1.01,16.44,66.43,1770.95,7.17,12.17,North,331,Zaid,Rainfed,210.95,Wheat,Potato
144,62,105,5.91,18.56,Loamy,0.99,1.97,36.5,39.41,2456.18,4.28,8.5,Central,523,Rabi,Canal,206.53,Cotton,Rice
77,41,52,7.41,10.08,Sandy,0.89,1.4,18.27,38.47,1960.73,6.05,12.09,South,1984,Rabi,Rainfed,155.8,Maize,Wheat
77,57,62,6.94,39.74,Loamy,1.18,1.74,17.58,34.27,996.48,7.86,19.51,West,197,Rabi,Sprinkler,99.26,Wheat,Wheat
105,48,12,4.82,57.65,Sandy,1.15,2.9,17.73,71.01,2119.67,10.37,2.42,East,2175,Kharif,Canal,219.5,Rice,Sugarcane
68,49,50,7.05,42.35,Sandy,1.02,2.47,12.87,48.86,1846.4,6.98,3.56,North,47,Kharif,Drip,279.66,Wheat,Wheat
89,51,17,6.41,14.29,Silt,0.27,1.15,24.96,31.21,1949.86,6.36,11.9,West,75,Rabi,Sprinkler,102.06,Wheat,Rice
34,86,99,8.24,37.02,Silt,1.37,1.84,19.83,50.26,466.9,8.13,4.12,East,2206,Rabi,Sprinkler,326.13,Maize,Wheat
73,85,105,5.66,55.47,Clay,0.22,0.24,25.66,79.93,552.06,4.4,13.6,North,1114,Rabi,Canal,134.91,Vegetables,Millet
120,17,84,7.4,10.33,Silt,1.24,1.41,23.59,44.86,2481.03,6.83,16.47,South,109,Kharif,Drip,304.13,Pulses,Rice
27,88,72,7.42,18.35,Loamy,0.82,1.86,25.59,68.01,1407.56,5.08,14.83,West,176,Zaid,Rainfed,290.18,Rice,Tomato
72,35,74,5.39,50.73,Clay,1.26,2.17,18.93,56.38,802.78,6.03,7.03,North,1735,Zaid,Sprinkler,54.42,Wheat,Cotton
79,21,88,8.11,54.7,Clay,0.8,2.71,34.45,62.93,459.49,7.13,16.93,North,522,Kharif,Drip,147.69,Rice,Millet
127,52,13,6.46,45.36,Sandy,1.04,0.92,26.03,65.75,936.13,4.46,10.7,North,2310,Rabi,Rainfed,260.61,Wheat,Wheat
24,60,77,7.22,59.58,Silt,0.67,2.72,16.25,57.29,1026.55,10.38,15.88,East,1877,Rabi,Drip,227.73,Vegetables,Wheat
122,72,101,5.08,14.51,Sandy,1.17,2.02,37.05,33.47,2952.3,6.2,19.28,West,1,Kharif,Sprinkler,210.66,Vegetables,Rice
25,58,19,5.53,37.28,Clay,0.53,0.33,13.28,64.06,2536.61,5.86,9.84,East,492,Zaid,Drip,131.02,Cotton,Barley
128,36,84,6.84,44.25,Sandy,1.14,1.2,32.0,53.85,419.68,6.75,9.84,West,2074,Kharif,Sprinkler,342.79,Rice,Millet
135,18,59,5.78,45.13,Loamy,0.45,1.48,30.35,41.99,2295.66,6.94,5.73,Central,1432,Rabi,Canal,211.08,Rice,Rice
113,48,32,6.5,49.67,Loamy,1.14,1.12,12.19,83.79,1779.0,10.5,3.34,East,1325,Zaid,Sprinkler,208.05,Rice,Wheat
66,74,70,6.0,55.88,Clay,0.58,0.44,37.05,74.16,839.73,6.28,14.97,West,2378,Zaid,Canal,193.34,Cotton,Pulses
118,80,56,7.06,28.08,Loamy,0.56,1.7,19.49,47.04,2290.42,7.68,15.22,South,1017,Kharif,Canal,159.21,Rice,Wheat
74,80,12,6.45,12.15,Silt,1.25,0.48,32.23,62.34,284.5,7.99,10.39,North,2137,Kharif,Rainfed,213.06,Vegetables,Millet
71,16,112,4.52,28.12,Clay,1.26,2.75,18.31,87.79,2248.29,6.44,15.38,East,1246,Rabi,Canal,96.51,Cotton,Barley
32,81,112,7.1,43.58,Silt,1.1,2.61,25.77,44.73,2706.81,10.27,5.63,Central,2224,Rabi,Canal,220.02,Pulses,Rice
133,89,26,6.19,20.67,Loamy,1.4,1.48,39.17,86.84,2671.32,8.99,1.07,West,1847,Rabi,Sprinkler,71.26,Wheat,Rice
143,76,31,5.87,50.5,Sandy,0.4,0.3,28.32,71.0,2362.55,9.77,1.62,North,523,Rabi,Rainfed,119.05,Vegetables,Rice
125,19,100,4.88,20.99,Silt,0.55,1.7,18.89,62.45,2817.25,4.44,11.61,Central,1469,Rabi,Drip,125.94,Maize,Sugarcane
139,80,25,5.38,10.5,Silt,0.58,1.82,23.75,88.99,2180.52,10.56,1.97,South,1929,Rabi,Rainfed,322.1,Pulses,Rice
82,62,89,5.4,35.4,Loamy,0.6,2.68,30.28,50.02,2122.84,5.92,16.76,East,921,Kharif,Canal,95.59,Cotton,Rice
38,66,113,8.24,46.32,Silt,0.63,0.3,23.36,46.69,273.34,4.73,14.56,North,8,Rabi,Canal,162.33,Cotton,Potato
111,36,12,6.23,27.48,Silt,1.11,2.11,37.32,50.38,687.73,9.29,17.64,West,280,Zaid,Sprinkler,335.97,Rice,Millet
77,63,61,4.67,47.44,Sandy,0.55,1.73,36.02,75.05,2388.0,5.74,14.08,Central,977,Kharif,Sprinkler,142.26,Rice,Rice
109,13,42,5.06,31.92,Clay,0.57,0.61,14.4,50.22,2993.01,7.25,2.18,South,1258,Zaid,Sprinkler,321.42,Cotton,Sugarcane
136,32,51,4.82,18.59,Loamy,0.94,0.45,33.55,36.17,2215.81,9.66,7.08,South,1787,Rabi,Drip,327.69,Rice,Rice
81,57,11,6.86,14.53,Sandy,0.45,2.11,38.27,68.66,1823.52,4.82,7.78,Central,107,Kharif,Rainfed,69.54,Vegetables,Rice
42,51,48,5.25,45.53,Sandy,0.67,1.09,19.51,43.38,713.57,5.02,12.03,West,245,Rabi,Rainfed,311.18,Rice,Potato
146,12,55,6.49,29.29,Clay,0.28,3.0,17.15,30.25,2854.15,9.32,19.29,South,700,Rabi,Drip,206.08,Cotton,Wheat
156,12,57,5.98,55.64,Clay,1.44,2.69,10.29,41.95,2019.25,7.6,15.63,East,2317,Zaid,Canal,321.24,Vegetables,Sugarcane
159,37,36,7.72,37.01,Loamy,0.61,1.74,13.47,79.15,1569.31,5.77,5.79,East,922,Rabi,Drip,72.81,Wheat,Wheat
148,72,24,5.78,27.42,Loamy,1.31,1.96,38.83,86.41,2611.88,8.13,2.85,North,85,Kharif,Canal,68.14,Maize,Rice
77,40,16,6.33,27.45,Loamy,0.89,0.56,21.73,69.72,2869.19,8.95,18.04,Central,2064,Kharif,Drip,174.63,Wheat,Rice
141,19,118,7.39,16.57,Sandy,0.5,2.69,21.62,48.63,1239.32,7.24,12.0,North,779,Kharif,Sprinkler,296.51,Cotton,Sugarcane
20,58,66,6.23,39.69,Silt,0.45,1.43,18.0,56.19,1644.2,5.38,3.76,East,2057,Kharif,Sprinkler,70.53,Rice,Wheat
53,30,51,7.67,39.11,Clay,1.1,1.61,14.92,41.67,522.29,9.18,16.89,East,748,Zaid,Drip,193.85,Wheat,Wheat
115,62,18,7.15,50.0,Loamy,1.45,2.63,25.26,82.85,2887.59,4.97,13.02,South,717,Rabi,Drip,251.13,Wheat,Rice
145,85,114,6.14,20.06,Loamy,0.44,0.12,31.7,69.93,537.89,9.23,17.9,North,1663,Zaid,Drip,192.25,Maize,Millet
137,63,15,6.52,24.54,Sandy,0.35,1.53,26.52,35.06,2801.28,6.17,15.47,East,450,Kharif,Drip,98.1,Pulses,Rice
67,66,66,8.37,14.86,Loamy,0.7,1.92,11.06,52.02,734.9,4.01,10.9,North,263,Zaid,Sprinkler,145.09,Maize,Wheat
108,29,85,7.15,24.77,Sandy,0.71,0.56,34.1,62.28,2744.57,7.73,11.71,Central,1637,Rabi,Rainfed,135.75,Cotton,Rice
136,58,39,8.12,31.41,Silt,1.25,0.3,37.95,77.84,1466.46,6.48,10.94,South,1780,Zaid,Sprinkler,63.41,Rice,Sugarcane
148,16,64,5.22,58.2,Sandy,0.81,1.65,23.21,85.23,1857.78,5.84,2.04,Central,1988,Kharif,Canal,124.33,Wheat,Rice
35,38,93,6.43,42.65,Clay,0.28,1.69,20.99,37.96,299.74,7.99,18.76,South,289,Rabi,Sprinkler,276.42,Maize,Potato
88,57,93,8.13,49.14,Sandy,1.4,1.06,16.9,80.07,1304.28,6.69,19.76,South,832,Zaid,Drip,221.39,Pulses,Wheat
41,22,63,5.79,26.28,Silt,0.69,2.66,19.06,33.95,1581.5,6.36,6.78,North,2308,Zaid,Canal,222.52,Maize,Potato
112,12,119,8.37,17.23,Silt,1.07,0.97,29.33,44.43,226.4,10.1,16.57,South,76,Kharif,Drip,122.94,Vegetables,Millet
95,11,36,4.89,22.84,Clay,1.07,1.6,33.1,31.26,2050.4,4.66,19.95,West,665,Rabi,Sprinkler,148.69,Pulses,Rice
105,25,93,8.11,22.82,Sandy,0.27,0.64,19.97,33.83,2548.91,7.18,1.37,West,1577,Kharif,Sprinkler,246.28,Rice,Wheat
48,15,68,6.28,39.16,Clay,0.2,0.13,20.19,31.95,269.38,5.97,7.12,East,161,Rabi,Sprinkler,121.52,Cotton,Barley
88,54,16,4.79,27.07,Silt,0.31,1.34,23.53,38.76,1579.1,6.28,11.83,Central,1970,Rabi,Rainfed,321.59,Maize,Rice
66,80,49,8.02,52.87,Sandy,1.44,1.63,15.11,82.59,294.45,7.53,8.49,North,805,Zaid,Rainfed,278.06,Pulses,Wheat
113,14,113,5.51,59.43,Loamy,1.23,2.32,37.82,47.03,2645.22,11.38,19.39,East,411,Kharif,Canal,56.84,Cotton,Rice
104,65,103,4.59,27.16,Silt,0.37,1.4,31.16,58.78,650.28,9.27,4.64,East,585,Rabi,Rainfed,260.02,Maize,Millet
58,80,81,5.04,45.25,Silt,1.0,0.91,23.01,59.23,363.87,5.54,8.47,North,1363,Kharif,Sprinkler,65.68,Rice,Potato
119,41,11,7.14,42.87,Clay,1.0,1.85,13.67,89.72,2601.55,8.58,14.93,North,484,Zaid,Drip,55.49,Vegetables,Wheat
52,58,23,8.41,19.72,Silt,0.2,1.21,35.46,51.88,1444.62,5.23,16.14,North,1852,Rabi,Sprinkler,268.75,Wheat,Potato
120,22,19,4.95,55.9,Clay,0.76,0.78,24.51,45.91,467.15,11.08,2.92,South,2148,Zaid,Drip,177.95,Maize,Rice
